sample_index,problem_index,problem_version,question,answer,question_type,metadata,query_wo,query_cot,question_for_eval,path,prompt,type
839,168,Vision Dominant,"As shown in the figure, then the value of tanα is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{2}
C:\frac{2√{13}}{13}
D:\frac{3√{13}}{13}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of tanα is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{2}
C:\frac{2√{13}}{13}
D:\frac{3√{13}}{13}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the value of tanα is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{2}
C:\frac{2√{13}}{13}
D:\frac{3√{13}}{13}","As shown in the figure, then the value of tanα is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{2}
C:\frac{2√{13}}{13}
D:\frac{3√{13}}{13}",images/mathverse_images/image_839.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of tanα is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{2}
C:\frac{2√{13}}{13}
D:\frac{3√{13}}{13}",direct
844,169,Vision Dominant,"As shown in the figure, then the length of BC is ()
Choices:
A:2
B:8
C:2√{5}
D:4√{5}",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:2
B:8
C:2√{5}
D:4√{5}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:2
B:8
C:2√{5}
D:4√{5}","As shown in the figure, then the length of BC is ()
Choices:
A:2
B:8
C:2√{5}
D:4√{5}",images/mathverse_images/image_844.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:2
B:8
C:2√{5}
D:4√{5}",direct
849,170,Vision Dominant,"As shown in the figure, then the value of sinB is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{5}
C:\frac{3}{4}
D:\frac{4}{5}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of sinB is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{5}
C:\frac{3}{4}
D:\frac{4}{5}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the value of sinB is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{5}
C:\frac{3}{4}
D:\frac{4}{5}","As shown in the figure, then the value of sinB is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{5}
C:\frac{3}{4}
D:\frac{4}{5}",images/mathverse_images/image_849.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of sinB is ()
Choices:
A:\frac{2}{3}
B:\frac{3}{5}
C:\frac{3}{4}
D:\frac{4}{5}",direct
854,171,Vision Dominant,"As shown in the figure,  cosA = frac {3.0}{5.0}, then the length of BC is ()
Choices:
A:5cm
B:6cm
C:3cm
D:8cm",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure,  cosA = frac {3.0}{5.0}, then the length of BC is ()
Choices:
A:5cm
B:6cm
C:3cm
D:8cm","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure,  cosA = frac {3.0}{5.0}, then the length of BC is ()
Choices:
A:5cm
B:6cm
C:3cm
D:8cm","As shown in the figure,  cosA = frac {3.0}{5.0}, then the length of BC is ()
Choices:
A:5cm
B:6cm
C:3cm
D:8cm",images/mathverse_images/image_854.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure,  cosA = frac {3.0}{5.0}, then the length of BC is ()
Choices:
A:5cm
B:6cm
C:3cm
D:8cm",direct
859,172,Vision Dominant,"As shown in the figure, E and F are the midpoints of AB and AD respectively. then tanC is equal to ()
Choices:
A:\frac{3}{4}
B:\frac{4}{3}
C:\frac{3}{5}
D:\frac{4}{5}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, E and F are the midpoints of AB and AD respectively. then tanC is equal to ()
Choices:
A:\frac{3}{4}
B:\frac{4}{3}
C:\frac{3}{5}
D:\frac{4}{5}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, E and F are the midpoints of AB and AD respectively. then tanC is equal to ()
Choices:
A:\frac{3}{4}
B:\frac{4}{3}
C:\frac{3}{5}
D:\frac{4}{5}","As shown in the figure, E and F are the midpoints of AB and AD respectively. then tanC is equal to ()
Choices:
A:\frac{3}{4}
B:\frac{4}{3}
C:\frac{3}{5}
D:\frac{4}{5}",images/mathverse_images/image_859.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, E and F are the midpoints of AB and AD respectively. then tanC is equal to ()
Choices:
A:\frac{3}{4}
B:\frac{4}{3}
C:\frac{3}{5}
D:\frac{4}{5}",direct
864,173,Vision Dominant,"As shown in the figure, then the degree of angle BAD is ()
Choices:
A:50°
B:40°
C:25°
D:35°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:50°
B:40°
C:25°
D:35°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:50°
B:40°
C:25°
D:35°","As shown in the figure, then the degree of angle BAD is ()
Choices:
A:50°
B:40°
C:25°
D:35°",images/mathverse_images/image_864.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:50°
B:40°
C:25°
D:35°",direct
869,174,Vision Dominant,"As shown in the figure, OA = OB = OC, then angle DAO + angle DCO = ()
Choices:
A:90°
B:110°
C:120°
D:165°",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, OA = OB = OC, then angle DAO + angle DCO = ()
Choices:
A:90°
B:110°
C:120°
D:165°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, OA = OB = OC, then angle DAO + angle DCO = ()
Choices:
A:90°
B:110°
C:120°
D:165°","As shown in the figure, OA = OB = OC, then angle DAO + angle DCO = ()
Choices:
A:90°
B:110°
C:120°
D:165°",images/mathverse_images/image_869.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, OA = OB = OC, then angle DAO + angle DCO = ()
Choices:
A:90°
B:110°
C:120°
D:165°",direct
874,175,Vision Dominant,"As shown in the figure, then the degree of angle AOB is ()
Choices:
A:40°
B:50°
C:80°
D:100°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle AOB is ()
Choices:
A:40°
B:50°
C:80°
D:100°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle AOB is ()
Choices:
A:40°
B:50°
C:80°
D:100°","As shown in the figure, then the degree of angle AOB is ()
Choices:
A:40°
B:50°
C:80°
D:100°",images/mathverse_images/image_874.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle AOB is ()
Choices:
A:40°
B:50°
C:80°
D:100°",direct
879,176,Vision Dominant,"As shown in the figure, angle BAC + angle EAD = 180.0, then the radius of circle A is ()
Choices:
A:10
B:6
C:5
D:8",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, angle BAC + angle EAD = 180.0, then the radius of circle A is ()
Choices:
A:10
B:6
C:5
D:8","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, angle BAC + angle EAD = 180.0, then the radius of circle A is ()
Choices:
A:10
B:6
C:5
D:8","As shown in the figure, angle BAC + angle EAD = 180.0, then the radius of circle A is ()
Choices:
A:10
B:6
C:5
D:8",images/mathverse_images/image_879.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, angle BAC + angle EAD = 180.0, then the radius of circle A is ()
Choices:
A:10
B:6
C:5
D:8",direct
884,177,Vision Dominant,"As shown in the figure
Choices:
A:3m
B:3.4m
C:4m
D:2.8m",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Applied', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure
Choices:
A:3m
B:3.4m
C:4m
D:2.8m","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure
Choices:
A:3m
B:3.4m
C:4m
D:2.8m","As shown in the figure
Choices:
A:3m
B:3.4m
C:4m
D:2.8m",images/mathverse_images/image_884.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure
Choices:
A:3m
B:3.4m
C:4m
D:2.8m",direct
889,178,Vision Dominant,"As shown in the figure, then the radius of circle O is ()
Choices:
A:3
B:2√{3}
C:6
D:4√{3}",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the radius of circle O is ()
Choices:
A:3
B:2√{3}
C:6
D:4√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the radius of circle O is ()
Choices:
A:3
B:2√{3}
C:6
D:4√{3}","As shown in the figure, then the radius of circle O is ()
Choices:
A:3
B:2√{3}
C:6
D:4√{3}",images/mathverse_images/image_889.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the radius of circle O is ()
Choices:
A:3
B:2√{3}
C:6
D:4√{3}",direct
894,179,Vision Dominant,"As shown in the figure, PB = AB, then the length of PA is ( )
Choices:
A:5
B:\frac{5√{3}}{2}
C:5√{2}
D:5√{3}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PB = AB, then the length of PA is ( )
Choices:
A:5
B:\frac{5√{3}}{2}
C:5√{2}
D:5√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, PB = AB, then the length of PA is ( )
Choices:
A:5
B:\frac{5√{3}}{2}
C:5√{2}
D:5√{3}","As shown in the figure, PB = AB, then the length of PA is ( )
Choices:
A:5
B:\frac{5√{3}}{2}
C:5√{2}
D:5√{3}",images/mathverse_images/image_894.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PB = AB, then the length of PA is ( )
Choices:
A:5
B:\frac{5√{3}}{2}
C:5√{2}
D:5√{3}",direct
899,180,Vision Dominant,"As shown in the figure, then the value of AE^ 2 + CE^ 2 is ()
Choices:
A:1
B:2
C:3
D:4",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of AE^ 2 + CE^ 2 is ()
Choices:
A:1
B:2
C:3
D:4","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the value of AE^ 2 + CE^ 2 is ()
Choices:
A:1
B:2
C:3
D:4","As shown in the figure, then the value of AE^ 2 + CE^ 2 is ()
Choices:
A:1
B:2
C:3
D:4",images/mathverse_images/image_899.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the value of AE^ 2 + CE^ 2 is ()
Choices:
A:1
B:2
C:3
D:4",direct
904,181,Vision Dominant,"As shown in the figure, then the length of BC is ()
Choices:
A:10
B:9
C:8
D:no solution",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:10
B:9
C:8
D:no solution","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:10
B:9
C:8
D:no solution","As shown in the figure, then the length of BC is ()
Choices:
A:10
B:9
C:8
D:no solution",images/mathverse_images/image_904.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the length of BC is ()
Choices:
A:10
B:9
C:8
D:no solution",direct
909,182,Vision Dominant,"As shown in the figure, then the maximum value of the distance from point O to vertex A is ()
Choices:
A:8
B:10
C:8√{2}
D:10√{2}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the maximum value of the distance from point O to vertex A is ()
Choices:
A:8
B:10
C:8√{2}
D:10√{2}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the maximum value of the distance from point O to vertex A is ()
Choices:
A:8
B:10
C:8√{2}
D:10√{2}","As shown in the figure, then the maximum value of the distance from point O to vertex A is ()
Choices:
A:8
B:10
C:8√{2}
D:10√{2}",images/mathverse_images/image_909.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the maximum value of the distance from point O to vertex A is ()
Choices:
A:8
B:10
C:8√{2}
D:10√{2}",direct
914,183,Vision Dominant,"As shown in the figure, then PC is ()
Choices:
A:4
B:4√{3}
C:6
D:2√{3}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then PC is ()
Choices:
A:4
B:4√{3}
C:6
D:2√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then PC is ()
Choices:
A:4
B:4√{3}
C:6
D:2√{3}","As shown in the figure, then PC is ()
Choices:
A:4
B:4√{3}
C:6
D:2√{3}",images/mathverse_images/image_914.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then PC is ()
Choices:
A:4
B:4√{3}
C:6
D:2√{3}",direct
919,184,Vision Dominant,"As shown in the figure, CD is tangent to the circle at point D, the length of the line segment CD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, CD is tangent to the circle at point D, the length of the line segment CD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, CD is tangent to the circle at point D, the length of the line segment CD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}","As shown in the figure, CD is tangent to the circle at point D, the length of the line segment CD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",images/mathverse_images/image_919.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, CD is tangent to the circle at point D, the length of the line segment CD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",direct
924,185,Vision Dominant,"As shown in the figure, then the minimum area of the square PQRS is ()
Choices:
A:7
B:8
C:9
D:10",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Area', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the minimum area of the square PQRS is ()
Choices:
A:7
B:8
C:9
D:10","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the minimum area of the square PQRS is ()
Choices:
A:7
B:8
C:9
D:10","As shown in the figure, then the minimum area of the square PQRS is ()
Choices:
A:7
B:8
C:9
D:10",images/mathverse_images/image_924.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the minimum area of the square PQRS is ()
Choices:
A:7
B:8
C:9
D:10",direct
929,186,Vision Dominant,"As shown in the figure, passing point C is the tangent of circle O, then the value of OD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, passing point C is the tangent of circle O, then the value of OD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, passing point C is the tangent of circle O, then the value of OD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}","As shown in the figure, passing point C is the tangent of circle O, then the value of OD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",images/mathverse_images/image_929.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, passing point C is the tangent of circle O, then the value of OD is ()
Choices:
A:1
B:√{3}
C:2
D:2√{3}",direct
934,187,Vision Dominant,"As shown in the figure, the straight line AB is tangent to circle O at point A, then the length of OB is ()
Choices:
A:1
B:2
C:√{3}
D:2√{3}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight line AB is tangent to circle O at point A, then the length of OB is ()
Choices:
A:1
B:2
C:√{3}
D:2√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight line AB is tangent to circle O at point A, then the length of OB is ()
Choices:
A:1
B:2
C:√{3}
D:2√{3}","As shown in the figure, the straight line AB is tangent to circle O at point A, then the length of OB is ()
Choices:
A:1
B:2
C:√{3}
D:2√{3}",images/mathverse_images/image_934.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight line AB is tangent to circle O at point A, then the length of OB is ()
Choices:
A:1
B:2
C:√{3}
D:2√{3}",direct
939,188,Vision Dominant,"As shown in the figure, it is known that BA is the tangent of circle O, then the length of BC is ()
Choices:
A:2√{2}-1
B:√{2}
C:2√{2}-2
D:2-√{2}",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, it is known that BA is the tangent of circle O, then the length of BC is ()
Choices:
A:2√{2}-1
B:√{2}
C:2√{2}-2
D:2-√{2}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, it is known that BA is the tangent of circle O, then the length of BC is ()
Choices:
A:2√{2}-1
B:√{2}
C:2√{2}-2
D:2-√{2}","As shown in the figure, it is known that BA is the tangent of circle O, then the length of BC is ()
Choices:
A:2√{2}-1
B:√{2}
C:2√{2}-2
D:2-√{2}",images/mathverse_images/image_939.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, it is known that BA is the tangent of circle O, then the length of BC is ()
Choices:
A:2√{2}-1
B:√{2}
C:2√{2}-2
D:2-√{2}",direct
944,189,Vision Dominant,"As shown in the figure, AB, AC, and BD are the tangents of circle O. then the length of BD is ()
Choices:
A:1.5
B:2
C:2.5
D:3",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, AB, AC, and BD are the tangents of circle O. then the length of BD is ()
Choices:
A:1.5
B:2
C:2.5
D:3","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB, AC, and BD are the tangents of circle O. then the length of BD is ()
Choices:
A:1.5
B:2
C:2.5
D:3","As shown in the figure, AB, AC, and BD are the tangents of circle O. then the length of BD is ()
Choices:
A:1.5
B:2
C:2.5
D:3",images/mathverse_images/image_944.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, AB, AC, and BD are the tangents of circle O. then the length of BD is ()
Choices:
A:1.5
B:2
C:2.5
D:3",direct
949,190,Vision Dominant,"As shown in the figure, PA and PB are tangents of circle O, then the size of angle ACB is ()
Choices:
A:65°
B:60°
C:55°
D:50°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PA and PB are tangents of circle O, then the size of angle ACB is ()
Choices:
A:65°
B:60°
C:55°
D:50°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, PA and PB are tangents of circle O, then the size of angle ACB is ()
Choices:
A:65°
B:60°
C:55°
D:50°","As shown in the figure, PA and PB are tangents of circle O, then the size of angle ACB is ()
Choices:
A:65°
B:60°
C:55°
D:50°",images/mathverse_images/image_949.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PA and PB are tangents of circle O, then the size of angle ACB is ()
Choices:
A:65°
B:60°
C:55°
D:50°",direct
954,191,Vision Dominant,"As shown in the figure, and the tangent line of circle O passing through point A, then the length of AP is ()
Choices:
A:3
B:\frac{3}{2}
C:\frac{2}{3}√{3}
D:\frac{3}{2}√{3}",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, and the tangent line of circle O passing through point A, then the length of AP is ()
Choices:
A:3
B:\frac{3}{2}
C:\frac{2}{3}√{3}
D:\frac{3}{2}√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, and the tangent line of circle O passing through point A, then the length of AP is ()
Choices:
A:3
B:\frac{3}{2}
C:\frac{2}{3}√{3}
D:\frac{3}{2}√{3}","As shown in the figure, and the tangent line of circle O passing through point A, then the length of AP is ()
Choices:
A:3
B:\frac{3}{2}
C:\frac{2}{3}√{3}
D:\frac{3}{2}√{3}",images/mathverse_images/image_954.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, and the tangent line of circle O passing through point A, then the length of AP is ()
Choices:
A:3
B:\frac{3}{2}
C:\frac{2}{3}√{3}
D:\frac{3}{2}√{3}",direct
959,192,Vision Dominant,"As shown in the figure, the straight lines PA and PB are the two tangents of circle O, then the length of chord AB is ()
Choices:
A:5
B:10
C:10√{3}
D:5√{3}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight lines PA and PB are the two tangents of circle O, then the length of chord AB is ()
Choices:
A:5
B:10
C:10√{3}
D:5√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the straight lines PA and PB are the two tangents of circle O, then the length of chord AB is ()
Choices:
A:5
B:10
C:10√{3}
D:5√{3}","As shown in the figure, the straight lines PA and PB are the two tangents of circle O, then the length of chord AB is ()
Choices:
A:5
B:10
C:10√{3}
D:5√{3}",images/mathverse_images/image_959.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the straight lines PA and PB are the two tangents of circle O, then the length of chord AB is ()
Choices:
A:5
B:10
C:10√{3}
D:5√{3}",direct
964,193,Vision Dominant,"As shown in the figure, PA and PB are tangent to circle O, the tangent EF of circle O intersects PA and PB at points E and F respectively. ",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PA and PB are tangent to circle O, the tangent EF of circle O intersects PA and PB at points E and F respectively. ","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, PA and PB are tangent to circle O, the tangent EF of circle O intersects PA and PB at points E and F respectively. ","As shown in the figure, PA and PB are tangent to circle O, the tangent EF of circle O intersects PA and PB at points E and F respectively. ",images/mathverse_images/image_964.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, PA and PB are tangent to circle O, the tangent EF of circle O intersects PA and PB at points E and F respectively. ",direct
969,194,Vision Dominant,"Then the outer diameter of the round nut is ()
Choices:
A:12cm
B:24cm
C:6√{3}cm
D:12√{3}cm",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Then the outer diameter of the round nut is ()
Choices:
A:12cm
B:24cm
C:6√{3}cm
D:12√{3}cm","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Then the outer diameter of the round nut is ()
Choices:
A:12cm
B:24cm
C:6√{3}cm
D:12√{3}cm","Then the outer diameter of the round nut is ()
Choices:
A:12cm
B:24cm
C:6√{3}cm
D:12√{3}cm",images/mathverse_images/image_969.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Then the outer diameter of the round nut is ()
Choices:
A:12cm
B:24cm
C:6√{3}cm
D:12√{3}cm",direct
